G,Date,Start (ET),Opponent,Tm,Opp,W,L,Streak,Attend.,LOG,Notes,Result,Team,TeamAbbr,Scraped_Date,Location,Home,gameLocation
64,2025-03-09,1:00p,Oklahoma City Thunder,103.0,127.0,41,23,L 1,18203,2:17,,L,Denver Nuggets,DEN,2025-03-11,,True,1.0
65,2025-03-10,8:00p,Oklahoma City Thunder,140.0,127.0,42,23,W 1,18203,2:09,,W,Denver Nuggets,DEN,2025-03-11,,True,1.0
66,2025-03-12,10:00p,Minnesota Timberwolves,,,,,,,,,,Denver Nuggets,DEN,2025-03-11,@,False,0.0
67,2025-03-14,9:30p,Los Angeles Lakers,,,,,,,,,,Denver Nuggets,DEN,2025-03-11,@,False,0.0
68,2025-03-15,9:00p,Washington Wizards,,,,,,,,,,Denver Nuggets,DEN,2025-03-11,@,False,0.0
69,2025-03-17,10:00p,Golden State Warriors,,,,,,,,,,Denver Nuggets,DEN,2025-03-11,@,False,0.0
70,2025-03-19,10:00p,Los Angeles Lakers,,,,,,,,,,Denver Nuggets,DEN,2025-03-11,,True,1.0
71,2025-03-21,10:00p,Portland Trail Blazers,,,,,,,,,,Denver Nuggets,DEN,2025-03-11,,True,1.0
72,2025-03-23,7:00p,Houston Rockets,,,,,,,,,,Denver Nuggets,DEN,2025-03-11,,True,1.0
73,2025-03-24,9:00p,Chicago Bulls,,,,,,,,,,Denver Nuggets,DEN,2025-03-11,,True,1.0
74,2025-03-26,9:00p,Milwaukee Bucks,,,,,,,,,,Denver Nuggets,DEN,2025-03-11,,True,1.0
75,2025-03-28,9:00p,Utah Jazz,,,,,,,,,,Denver Nuggets,DEN,2025-03-11,@,False,0.0
76,2025-04-01,10:00p,Minnesota Timberwolves,,,,,,,,,,Denver Nuggets,DEN,2025-03-11,,True,1.0
77,2025-04-02,9:00p,San Antonio Spurs,,,,,,,,,,Denver Nuggets,DEN,2025-03-11,@,False,0.0
78,2025-04-04,10:00p,Golden State Warriors,,,,,,,,,,Denver Nuggets,DEN,2025-03-11,,True,1.0
79,2025-04-06,8:00p,Indiana Pacers,,,,,,,,,,Denver Nuggets,DEN,2025-03-11,@,False,0.0
80,2025-04-09,10:00p,Sacramento Kings,,,,,,,,,,Denver Nuggets,DEN,2025-03-11,,True,1.0
81,2025-04-11,9:00p,Memphis Grizzlies,,,,,,,,,,Denver Nuggets,DEN,2025-03-11,,True,1.0
82,2025-04-13,3:30p,Houston Rockets,,,,,,,,,,Denver Nuggets,DEN,2025-03-11,,True,1.0
G,,Start (ET),Opponent,,,W,L,Streak,Attend.,LOG,Notes,,Denver Nuggets,DEN,2025-03-11,@,False,0.0
G,,Start (ET),Opponent,,,W,L,Streak,Attend.,LOG,Notes,,Denver Nuggets,DEN,2025-03-11,@,False,0.0
G,,Start (ET),Opponent,,,W,L,Streak,Attend.,LOG,Notes,,Denver Nuggets,DEN,2025-03-11,,True,1.0
G,,Start (ET),Opponent,,,W,L,Streak,Attend.,LOG,Notes,,Denver Nuggets,DEN,2025-03-11,,True,1.0
